web_scraper_order,web_scraper_start_url,ingredient_link,ingredient_link-href,ingredient_name,rating,benefits,categories,INFO_GLANCE
"1766113131-11","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-zinc-stearate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Zinc Stearate","Rating: Good","","Categories: Texture Enhancer, Coloring Agent/Pigment",""
"1766113136-12","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-zinc-pyrithione.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Zinc Pyrithione","Rating: Good","","Categories: Preservative","Cosmetic preservative that is effective against many pathogensMost popular in anti-dandruff shampoosMay be suitable for “fungal acne”Comes in the form of white to slightly yellow crystals as a raw material"
"1766113141-13","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-zinc-gluconate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Zinc Gluconate","Rating: Good","Benefits: Hydration","Categories: Humectant, Preservative",""
"1766113147-14","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-zea-mays-corn-starch.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Zea Mays Corn Starch","Rating: Good","Benefits: Oil Control","Categories: Absorbent, Film-Forming Agent, Texture Enhancer","Starch obtained from corn that can be formulated to serve different roles Most famously used as an absorbent that tempers shine on oily skin Also functions as a viscosity increasing ingredient and film-forming agent OTC monographed as a skin protectant when formulated under particular conditions Can also be used as an abrasive agent (not recommended in this capacity for the safety of skin)"
"1766113152-15","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-zanthoxylum-bungeanum-fruit-extract.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Zanthoxylum Bungeanum Fruit Extract","Rating: Good","Benefits: Anti-Aging, Soothing","Categories: Antioxidant, Plant Extracts","Fruit from a plant also called prickly ashMajor component of Sichuanese cuisineHas natural analgesic propertiesComponent of an ingredient blend called Zanthalene ®"
"1766113157-16","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-yeast.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Yeast","Rating: Good","Benefits: Anti-Aging, Hydration, Soothing","Categories: Antioxidant, Humectant",""
"1766113162-17","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-xymenynic-acid.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Xymenynic Acid","Rating: Good","Benefits: Hydration","Categories: Humectant","A synthetic fatty acidFunctions as a skin-softening agent"
"1766113168-18","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-xylose.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Xylose","Rating: Good","Benefits: Hydration, Soothing","Categories: Humectant",""
"1766113173-19","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-xylitylglucoside.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Xylitylglucoside","Rating: Good","Benefits: Hydration, Soothing","Categories: Humectant",""
"1766113178-20","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-ximenia-americana-oil.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Ximenia Americana Oil","Rating: Good","Benefits: Anti-Aging, Hydration","Categories: Plant Extracts, Antioxidant",""
"1766113183-21","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-xanthan-gum.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Xanthan Gum","Rating: Good","","Categories: Texture Enhancer, Cleansing Agent, Emulsifier","Is a polysaccharide, which is a type of carbohydrateUsed as an aqueous thickening agent, texture enhancer, and emulsion stabilizerIs named for the bacteria Xanthomonas campestrisCan also be used as a food additive, especially in sauces and salad dressings"
"1766113189-22","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-white-willow.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","White Willow","Rating: Good","Benefits: Soothing","Categories: Plant Extracts, Antioxidant","Plant extract with proven skin-soothing, antioxidant benefitsContains beneficial compounds of salicin, polyphenols, and flavonoidsAlso goes by the name willow barkOften touted as a natural alternative to salicylic acid, however research shows the exfoliation association is questionable"
"1766113194-23","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-whey-protein.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Whey Protein","Rating: Good","Benefits: Hydration","Categories: Humectant",""
"1766113199-24","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-wheat-protein.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Wheat Protein","Rating: Good","Benefits: Hydration","Categories: Humectant, Film-Forming Agent",""
"1766113205-25","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-wheat-germ-oil.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Wheat Germ Oil","Rating: Good","Benefits: Hydration, Anti-Aging","Categories: Emollient, Plant Extracts, Antioxidant",""
"1766113210-26","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-wheat-germ-glycerides.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Wheat Germ Glycerides","Rating: Good","Benefits: Hydration, Anti-Aging","Categories: Emollient, Antioxidant",""
"1766113215-27","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-wheat-amino-acids.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Wheat Amino Acids","Rating: Good","Benefits: Hydration, Anti-Aging","Categories: Humectant, Antioxidant",""
"1766113220-28","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-watercress-extract.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Watercress Extract","Rating: Good","Benefits: Anti-Aging","Categories: Plant Extracts, Antioxidant",""
"1766113226-29","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-water.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Water","Rating: Good","Benefits: Hydration","Categories: Solvent","The most widely used cosmetic ingredientTypically appears as the first ingredient in skin care productsOnly a 10% concentration is needed in skin’s outer layers for softness and pliabilityStudies show dry skin and oily skin do not have a significant difference in moisture levels"
"1766113231-30","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-walnut-oil.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Walnut Oil","Rating: Good","Benefits: Hydration","Categories: Emollient, Plant Extracts",""
"1766113236-31","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-vp-va-copolymer.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","VP/VA Copolymer","Rating: Good","","Categories: Film-Forming Agent, Polymer, Suspending/Dispersing Agent","A polymer, or large molecule, used in skin and hair careFilm-forming agent that can hinder moisture lossOften used in hair care to keep hair in placeCIR Expert Panel deemed safe for use"
"1766113242-32","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-vp-hexadecene-copolymer.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","VP/Hexadecene Copolymer","Rating: Good","","Categories: Polymer, Film-Forming Agent",""
"1766113247-33","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-vp-eicosene-copolymer.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","VP/Eicosene Copolymer","Rating: Good","","Categories: Film-Forming Agent, Polymer","Film-forming agent often used in water-resistant sunscreens to improve adherence to skinAlso works as a viscosity-increasing agent to enhance textureSometimes included in lipstick formulations to add luster/shineDeemed safe by the Cosmetic Ingredient Review Expert Panel"
"1766113252-34","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-vitis-vinifera-fruit-water.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Vitis Vinifera Fruit Water","Rating: Good","Benefits: Hydration","Categories: Plant Extracts","Aqueous solution obtained from grapesRecognized as a skin-conditioning agentMay be used to partially or completely replace the water content in skin care formulationsSeed extract and oil forms of Vitis vinifera have more research backing their benefits for skin"
"1766113257-35","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-vitamin-k.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Vitamin K","Rating: Good","Benefits: Anti-Aging, Evens Skin Tone","Categories: Antioxidant",""
"1766113263-36","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-vitamin-d.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Vitamin D","Rating: Good","Benefits: Anti-Aging","Categories: Antioxidant",""
"1766113268-37","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-vinyl-dimethicone-methicone-silsesquioxane-crosspo.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer","Rating: Good","","Categories: Silicone, Polymer, Texture Enhancer","Blend of silicone polymersFunctions as a thickening agent and texture enhancerTypically used in amounts between 0.1-20%Deemed safe as used in cosmetics"
"1766113273-38","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-vanillin.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Vanillin","Rating: Good","Benefits: Anti-Aging","Categories: Antioxidant, Plant Extracts","Sweetly aromatic flavoring agent derived from vanilla beansCan also be produced synthetically or bio-fermentedAntioxidant properties help sustain youthful skinPopular in lip products but also found in other personal care formulations"
"1766113279-39","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-vanilla-planifolia-fruit-extract.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Vanilla Planifolia Fruit Extract","Rating: Good","Benefits: Anti-Aging, Soothing","Categories: Plant Extracts, Antioxidant, Fragrance: Synthetic and Natural","Known for its antioxidant benefitsServes as a skin-soothing ingredientUsed as a flavoring agent in some lip productsIts aromatic component (vanillin) is considered non-sensitizing"
"1766113284-40","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-valine.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Valine","Rating: Good","Benefits: Hydration, Soothing","Categories: Humectant","An essential amino acid that provides hydrating benefitsOne part of a soothing peptide also made of lysine and prolineWorks in the body with leucine and isoleucine to synthesize collagensMay be animal-derived or synthetic"
"1766113289-41","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-va-crotonates-copolymer.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","VA/Crotonates Copolymer","Rating: Good","","Categories: Film-Forming Agent",""
"1766113294-42","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-undecane.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Undecane","Rating: Good","","Categories: Emollient, Texture Enhancer","Emollient that is known for offering a lightweight, smooth glide to formulationsTouted for its quick absorbency and non-greasy finishFound naturally in coconut, palm, prickly pear, gooseberries, algae, and fungiOften used in tandem with tridecane (another emollient)"
"1766113300-43","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-uncaria-tomentosa-extract.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Uncaria Tomentosa Extract","Rating: Good","Benefits: Soothing","Categories: Plant Extracts, Antioxidant",""
"1766113305-44","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-ulmus-davidiana-root-extract.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Ulmus Davidiana Root Extract","Rating: Good","Benefits: Anti-Aging, Hydration, Soothing","Categories: Antioxidant, Humectant, Plant Extracts","Plant extract derived from the Ulmus davidiana treeHydrates and soothes skin due to its polysaccharide contentContains bakuchiol and catechin, antioxidants that help protect skinReduces the look of fine lines and wrinkles"
"1766113310-45","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-tryptophan.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Tryptophan","Rating: Good","Benefits: Hydration","Categories: Antioxidant, Humectant",""
"1766113316-46","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-tropolone.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Tropolone","Rating: Good","","Categories: Antioxidant, Preservative","Organic compound that can be derived from plantsHas antioxidant propertiesUsed as a preservative due to its antimicrobial abilitiesPale-yellow solid in its raw form"
"1766113321-47","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-tropaeolum-majus-extract.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Tropaeolum Majus Extract","Rating: Good","Benefits: Anti-Aging","Categories: Antioxidant, Plant Extracts","From the garden nasturtium plantSource of antioxidants vitamin C and luteinAlso a skin conditioning ingredient"
"1766113326-48","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-triticum-vulgare-oil.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Triticum Vulgare Germ Oil","Rating: Good","Benefits: Hydration, Anti-Aging","Categories: Emollient, Plant Extracts, Antioxidant",""
"1766113332-49","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-triticum-vulgare-wheat-protein.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Triticum Vulgare (Wheat) Protein","Rating: Good","Benefits: Hydration","Categories: Humectant, Film-Forming Agent",""
"1766113337-50","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-triticum-vulgare-wheat-germ-extract.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Triticum Vulgare (Wheat) Germ Extract","Rating: Good","Benefits: Hydration, Anti-Aging","Categories: Plant Extracts, Humectant, Antioxidant",""
"1766113342-51","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-triticum-aestivum-leaf-powder.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Triticum Aestivum Leaf Powder","Rating: Good","Benefits: Anti-Aging","Categories: Antioxidant, Plant Extracts","Also known as wheatgrass powderHelps skin maintain a youthful appearanceAssists in shielding skin from damage associated with external agentsContains vitamin C and other antioxidant-rich compounds"
"1766113348-52","https://www.paulaschoice.com/ingredient-dictionary?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600","Read More","https://www.paulaschoice.com/ingredient-dictionary/ingredient-trisodium-ethylenediamine-disuccinate.html?crefn1=ingredientRating&crefv1=Best%7CGood%7CAverage%7CBad%7CWorst&sz=2600&fdid=ingredients","Trisodium Ethylenediamine Disuccinate","Rating: Good","","Categories: Chelating Agent","Chelating agent which binds with metal ions or metallic compoundsPlays a pivotal role in the overall stability, aesthetics, and efficacy of the formulationCommonly used in body washes, cleansers, and shampoosComes in either solid or granular form as a raw material"
